DPA_PARROQ,DPA_DESPAR,altura_mean,pendiente_mean,distancia_rios,precipitaciones_mean,DPA_DESPRO,DPA_DESCAN,riesgo_inundacion,Densidad Poblacional,rango_altitudinal,riesgo_inundacion_cod,riesgo_predicho,probabilidad_riesgo_alto
080258,SAN FRANCISCO DE ONZOLE,62.90598886524,89.9536572247611,2653.56631806348,154.37491741047,ESMERALDAS,ELOY ALFARO,Alto,10.0,224,0,Alto,0.37
080259,SANTO DOMINGO DE ONZOLE,167.515419085518,89.9699137175651,438.049068906256,135.021758151829,ESMERALDAS,ELOY ALFARO,Alto,5.0,589,0,Alto,0.41
080260,SELVA ALEGRE,99.4526081790656,89.9135719145214,1162.50646780562,177.893436520599,ESMERALDAS,ELOY ALFARO,Medio,30.0,182,2,Alto,0.4
080261,TELEMBI,500.574071001604,89.9804054399235,326.911434169874,136.207732702039,ESMERALDAS,ELOY ALFARO,Alto,4.0,1859,0,Alto,0.48
080262,COLON ELOY DEL MARIA,54.5340451115897,89.8503080034932,575.248804743162,165.750119742701,ESMERALDAS,ELOY ALFARO,Medio,31.0,214,2,Alto,0.43
080263,SAN JOSE DE CAYAPAS,59.2058767637417,89.9559324901457,69.4724532146686,211.020034167231,ESMERALDAS,ELOY ALFARO,Medio,12.0,226,2,Alto,0.42
080264,TIMBIRE,44.5327734002944,89.865303747065,769.213724612612,164.983609517415,ESMERALDAS,ELOY ALFARO,Nulo,53.0,100,3,Alto,0.44
080265,SANTA LUCIA DE LAS PENAS,31.1799010463136,89.826581185006,3040.89732818719,138.608629114488,ESMERALDAS,ELOY ALFARO,Bajo,24.0,158,1,Alto,0.39
080350,MUISNE,43.456626924722,87.1340893070661,853.133130673271,166.053585387113,ESMERALDAS,MUISNE,Alto,62.0,297,0,Alto,0.48
080351,BOLIVAR,37.7419256897795,84.9503195067594,3024.704379023,140.59771437872,ESMERALDAS,MUISNE,Medio,51.0,173,2,Alto,0.42
080352,DAULE,48.3841334859346,83.4705160142237,1490.93182165941,128.321908038595,ESMERALDAS,MUISNE,Medio,26.0,209,2,Alto,0.4
080353,GALERA,104.384516165213,89.9285985996227,1150.0576215208,136.340244151928,ESMERALDAS,MUISNE,Alto,25.0,300,0,Alto,0.41
080354,QUINGUE,113.500840958019,89.9818704524894,456.954927350629,152.292742642489,ESMERALDAS,MUISNE,Nulo,19.0,303,3,Alto,0.41
080355,SALIMA,24.4512744159665,84.6165622710046,229.224078336887,122.270889112684,ESMERALDAS,MUISNE,Bajo,27.0,200,1,Alto,0.43
080356,SAN FRANCISCO,97.5724022474031,89.7750149305223,391.641823726886,161.010848314334,ESMERALDAS,MUISNE,Alto,26.0,305,0,Alto,0.42
080357,SAN GREGORIO,109.623024397729,89.6672799164579,2046.51101641798,137.710999796865,ESMERALDAS,MUISNE,Alto,17.0,525,0,Alto,0.42
080358,SAN JOSE DE CHAMANGA,106.006903426328,87.649288113536,396.849079862514,125.379832942311,ESMERALDAS,MUISNE,Nulo,37.0,589,3,Alto,0.48
080450,ROSA ZARATE,154.987454615911,89.6732410720059,1965.15176806943,148.824957685219,ESMERALDAS,QUININDE,Nulo,55.0,610,3,Alto,0.46
080451,CUBE,299.779981623898,89.9693090016302,499.378205518975,128.697328842047,ESMERALDAS,QUININDE,Alto,12.0,655,0,Alto,0.37
080452,CHURA,173.973388044024,89.2534194988609,1378.26805455996,135.717311808937,ESMERALDAS,QUININDE,Nulo,18.0,453,3,Alto,0.39
080453,MALIMPIA,238.666217704475,89.7271302470057,1334.98111558348,142.536824463635,ESMERALDAS,QUININDE,Alto,20.0,821,0,Alto,0.43
080454,VICHE,138.448958517732,89.1040639652411,1420.37599822141,122.436003576351,ESMERALDAS,QUININDE,Alto,62.0,593,0,Alto,0.48
080455,LA UNION,153.878757887102,89.6666620034658,663.978108986788,169.861412422612,ESMERALDAS,QUININDE,Alto,52.0,163,0,Alto,0.41
080550,SAN LORENZO,32.5040102601405,89.7592802048755,810.489520324533,181.332568971237,ESMERALDAS,SAN LORENZO,Alto,131.0,136,0,Alto,0.55
080551,ALTO TAMBO,1152.97813591824,89.9870578431765,902.93989557896,145.297109703396,ESMERALDAS,SAN LORENZO,Nulo,2.0,3501,3,Alto,0.47
080552,ANCON,7.43756805226414,89.4893100976374,519.280590153291,169.872209821429,ESMERALDAS,SAN LORENZO,Nulo,24.0,57,3,Alto,0.42
080553,CALDERON,42.3350273418925,89.8754709829221,433.259565608008,171.024472045898,ESMERALDAS,SAN LORENZO,Alto,37.0,698,0,Alto,0.53
080554,CARONDELET,50.6952599661721,89.787780300835,1528.22721239695,178.925954818726,ESMERALDAS,SAN LORENZO,Medio,16.0,227,2,Alto,0.41
080555,5 DE JUNIO,192.842670819883,89.9507056321394,421.254623660855,151.012712181939,ESMERALDAS,SAN LORENZO,Nulo,1.0,609,3,Alto,0.4
080556,CONCEPCION,47.8652065674054,89.554248417368,522.72040064607,168.562764140846,ESMERALDAS,SAN LORENZO,Bajo,9.0,330,1,Alto,0.43
080557,MATAJE,157.025389592636,89.48985431097,1467.57690137274,199.208023660432,ESMERALDAS,SAN LORENZO,Nulo,3.0,1015,3,Alto,0.48
080558,SAN JAVIER DE CACHAVI,40.9759966777409,89.8246065182543,1081.41608312958,228.611698998345,ESMERALDAS,SAN LORENZO,Nulo,17.0,116,3,Alto,0.41
080559,SANTA RITA,157.295032802249,89.9250372471045,1456.21148859569,163.815005493164,ESMERALDAS,SAN LORENZO,Medio,20.0,574,2,Alto,0.42
080560,TAMBILLO,13.8743233406682,88.5019784156043,1125.24160598169,175.136941080508,ESMERALDAS,SAN LORENZO,Nulo,6.0,102,3,Alto,0.39
080561,TULULBI,187.56459998427,89.9325088248252,447.773761181703,162.803263977691,ESMERALDAS,SAN LORENZO,Nulo,8.0,1037,3,Alto,0.48
080562,URBINA,119.513523205556,89.9241764873619,427.685248120996,167.912601289295,ESMERALDAS,SAN LORENZO,Bajo,5.0,687,1,Alto,0.45
080650,ATACAMES,129.992374350087,88.1872525284007,664.983538378596,111.9053443821,ESMERALDAS,ATACAMES,Alto,210.0,427,0,Alto,0.64
080651,LA UNION,143.594662600712,89.9331634064055,641.121593704419,123.234245134437,ESMERALDAS,ATACAMES,Alto,29.0,438,0,Alto,0.42
080652,SUA,118.16784932338,89.95241208421,802.371696540013,125.873051084321,ESMERALDAS,ATACAMES,Nulo,61.0,273,3,Alto,0.44
080653,TONCHIGUE,96.6170135035465,89.7683618915337,149.695314584302,132.241452174904,ESMERALDAS,ATACAMES,Alto,60.0,318,0,Alto,0.47
080654,TONSUPA,119.672166320548,89.8340783565583,513.489091070257,98.7520554282448,ESMERALDAS,ATACAMES,Alto,160.0,430,0,Alto,0.58
080750,RIOVERDE,81.7300117067397,89.8941117990009,77.9957063288282,109.595843956119,ESMERALDAS,RIOVERDE,Alto,97.0,259,0,Alto,0.51
080751,CHONTADURO,147.25594135429,89.9712728864769,1124.95185031241,114.242074219107,ESMERALDAS,RIOVERDE,Medio,19.0,554,2,Alto,0.42
080752,CHUMUNDE,200.287252095722,89.9802536871964,1149.90736545983,123.219539007999,ESMERALDAS,RIOVERDE,Alto,8.0,462,0,Alto,0.37
080753,LAGARTO,65.2926536785302,89.9360749874473,5682.24491878788,132.479607654594,ESMERALDAS,RIOVERDE,Alto,27.0,226,0,Alto,0.35
080754,MONTALVO,137.79147649902,89.9693820020402,4399.25241361143,126.188283711672,ESMERALDAS,RIOVERDE,Nulo,17.0,420,3,Alto,0.36
080755,ROCAFUERTE,120.5102612456,89.9671267211978,2410.77158509199,119.361704057263,ESMERALDAS,RIOVERDE,Medio,40.0,360,2,Alto,0.41
090150,GUAYAQUIL,49.412478363181,84.2412977687218,2858.90633656287,76.0067511420021,GUAYAS,GUAYAQUIL,Nulo,1.507,511,3,Alto,0.39
090152,JUAN GOMEZ RENDON,76.2693479003914,89.8536119925194,1249.35251067402,53.3441747232262,GUAYAS,GUAYAQUIL,Nulo,44.0,384,3,Alto,0.44
090153,MORRO,20.5323877262626,85.8090189364094,6.2990182798174,50.673427546069,GUAYAS,GUAYAQUIL,Alto,20.0,169,0,Alto,0.41
090156,POSORJA,10.468054697157,83.1550343125683,3083.93707087877,58.6453734079997,GUAYAS,GUAYAQUIL,Alto,458.0,62,0,Alto,0.82
090157,PUNA,14.3088060547154,78.5473922670658,1988.29815686213,84.2385412502912,GUAYAS,GUAYAQUIL,Medio,8.0,312,2,Alto,0.37
090158,TENGUEL,14.1075430730242,83.0250931821698,425.440605939953,79.1272822741804,GUAYAS,GUAYAQUIL,Alto,85.0,115,0,Alto,0.48
090250,ALFREDO BAQUERIZO MORENO (JUJAN),10.9819580239424,89.2025092256807,2872.93639912164,114.751445667164,GUAYAS,ALFREDO BAQUERIZO MORENO (JUJAN),Nulo,112.0,63,3,Alto,0.48
090350,BALAO,51.7831759953339,89.418329928029,22.140146629305,82.7109643303916,GUAYAS,BALAO,Alto,58.0,569,0,Alto,0.52
090450,BALZAR,43.4066678663102,89.7251882738355,1548.68299967863,111.458144463965,GUAYAS,BALZAR,Alto,49.0,286,0,Alto,0.45
090550,COLIMES,47.9191146979531,89.5358374672538,1497.1655473386,101.718943047847,GUAYAS,COLIMES,Alto,37.0,266,0,Alto,0.43
090551,SAN JACINTO,56.6583575102789,89.5796418954955,1543.46873948807,90.8022997656534,GUAYAS,COLIMES,Alto,28.0,255,0,Alto,0.41
090650,DAULE,10.5553043197376,88.21197813235,673.130440623783,86.1723568684346,GUAYAS,DAULE,Alto,801.0,231,0,Alto,0.95
090652,JUAN BAUTISTA AGUIRRE,4.9550727399784,86.6723281098333,1579.20873099019,98.6013787890237,GUAYAS,DAULE,Nulo,126.0,80,3,Alto,0.52
090653,LAUREL,5.08860501806708,89.7134786361243,143.266047061095,102.655215407863,GUAYAS,DAULE,Alto,284.0,37,0,Alto,0.7
090654,LIMONAL,7.85408305107974,88.3715646964291,218.95576493618,83.1154517197027,GUAYAS,DAULE,Medio,194.0,50,2,Alto,0.61
090656,LOS LOJAS,19.7752490218391,89.0647590448818,2035.22007572872,87.7674317262611,GUAYAS,DAULE,Nulo,80.0,333,3,Alto,0.49
090750,ELOY ALFARO,3.09783803285968,79.5971402167141,1572.89733401046,91.9707148169783,GUAYAS,DURAN,Nulo,889.0,151,3,Alto,0.97
090850,VELASCO IBARRA,59.9373801261121,89.8627079603137,979.448761943917,129.907943971695,GUAYAS,EL EMPALME,Nulo,344.0,68,3,Alto,0.73
090851,GUAYAS,78.3831217306869,86.2619298759112,2762.52839631839,129.254537444754,GUAYAS,EL EMPALME,Nulo,52.0,110,3,Alto,0.39
090852,EL ROSARIO,61.0743721717503,89.7463426952276,1779.63794696333,136.743204567649,GUAYAS,EL EMPALME,Medio,73.0,97,2,Alto,0.44
090950,EL TRIUNFO,101.07307653871,89.1951796095036,105.570174001166,120.802446699979,GUAYAS,EL TRIUNFO,Alto,108.0,1324,0,Alto,0.68
091050,MILAGRO,13.0988747244158,89.4627333355532,17.4883703314055,113.271891401114,GUAYAS,MILAGRO,Alto,776.0,54,0,Alto,0.93
091051,CHOBO,9.18999176476287,89.2221790859417,93.6497020657036,113.204065257105,GUAYAS,MILAGRO,Nulo,96.0,36,3,Alto,0.5
091053,MARISCAL SUCRE,22.6792280205079,89.4972286776528,987.184824441177,118.621776661974,GUAYAS,MILAGRO,Nulo,110.0,47,3,Alto,0.5
091054,ROBERTO ASTUDILLO,24.0419927333706,89.477009141825,2076.06391610606,114.56957359314,GUAYAS,MILAGRO,Nulo,156.0,44,3,Alto,0.54
091150,NARANJAL,249.540821797698,87.2408527228487,2709.06312963269,79.5699680320552,GUAYAS,NARANJAL,Alto,86.0,1726,0,Alto,0.63
091151,JESUS MARIA,150.751985355242,89.720669906725,236.499812667476,99.8704788711045,GUAYAS,NARANJAL,Bajo,62.0,1438,1,Alto,0.62
091152,SAN CARLOS,63.2777666289634,89.7104632124687,46.8651204457855,110.103277318618,GUAYAS,NARANJAL,Medio,91.0,547,2,Alto,0.55
091153,SANTA ROSA DE FLANDES,7.20171553067467,89.0079379629835,636.015301689259,82.3091888074522,GUAYAS,NARANJAL,Medio,47.0,53,2,Alto,0.43
091154,TAURA,27.0744125342722,85.7173414115766,804.005614899799,100.895915749019,GUAYAS,NARANJAL,Alto,12.0,752,0,Alto,0.49
091250,NARANJITO,48.901598676957,89.2767467906181,2453.14261250697,115.122972538334,GUAYAS,NARANJITO,Alto,191.0,97,0,Alto,0.57
091350,PALESTINA,15.1629359628983,89.3411406244534,1041.718082331,89.9821464083842,GUAYAS,PALESTINA,Alto,97.0,58,0,Alto,0.48
091450,PEDRO CARBO,174.040466208621,89.9060671436581,336.967961409395,80.0040279093615,GUAYAS,PEDRO CARBO,Alto,74.0,503,0,Alto,0.47
091451,VALLE DE LA VIRGEN,76.4498507321234,89.8488626197837,1149.96647767315,85.708455532412,GUAYAS,PEDRO CARBO,Bajo,57.0,220,1,Alto,0.43
091452,SABANILLA,133.944132569801,89.869909085402,51.7923812081688,80.3749711778429,GUAYAS,PEDRO CARBO,Alto,25.0,394,0,Alto,0.41
091650,SAMBORONDON,6.77928383419493,80.0387180693674,815.562949087697,98.680319734899,GUAYAS,SAMBORONDON,Alto,327.0,353,0,Alto,0.79
091651,TARIFA,5.71993090484174,89.1009629767154,341.361584144249,99.3307876586914,GUAYAS,SAMBORONDON,Alto,179.0,142,0,Alto,0.61
091850,SANTA LUCIA,20.20714634882,89.0052058737731,2155.06495917867,91.6154065740188,GUAYAS,SANTA LUCIA,Alto,120.0,180,0,Alto,0.52
091950,EL SALITRE,5.7191866759394,88.7924933410638,498.980933253916,106.314758588683,GUAYAS,SALITRE,Nulo,231.0,88,3,Alto,0.65
091951,GENERAL VERNAZA,6.74125764990469,89.4159502849003,157.106816637076,107.828039307525,GUAYAS,SALITRE,Nulo,124.0,71,3,Alto,0.54
091952,LA VICTORIA,5.77174774942861,85.4975856337358,76.3675899026456,107.683957492604,GUAYAS,SALITRE,Nulo,90.0,70,3,Alto,0.5
091953,JUNQUILLAL,7.51149650630875,89.5756561137394,1810.54596443893,106.15853168438,GUAYAS,SALITRE,Nulo,134.0,56,3,Alto,0.52
092050,SAN JACINTO DE YAGUACHI,4.60098832354592,87.7774626420466,18.8695858701817,103.422787950304,GUAYAS,SAN JACINTO DE YAGUACHI,Alto,119.0,56,0,Alto,0.53
092053,GENERAL PEDRO J. MONTERO,16.9867312935474,89.5686181145558,544.593675667385,104.668963080958,GUAYAS,SAN JACINTO DE YAGUACHI,Nulo,90.0,53,3,Alto,0.48
092055,YAGUACHI VIEJO,9.48817445328909,89.6898410575577,3077.5716283656,104.090975331736,GUAYAS,SAN JACINTO DE YAGUACHI,Nulo,122.0,42,3,Alto,0.49
092056,VIRGEN DE FATIMA,9.44963316214233,89.6964867197934,503.451418281963,96.9841452704536,GUAYAS,SAN JACINTO DE YAGUACHI,Alto,351.0,51,0,Alto,0.75
092150,GENERAL VILLAMIL,52.7197945340149,87.3647197965489,614.24993161732,60.8777760719055,GUAYAS,PLAYAS,Nulo,218.0,400,3,Alto,0.67
092250,SIMON BOLIVAR,24.594311817393,89.5153517594887,1558.43956469392,106.40856678114,GUAYAS,SIMON BOLIVAR,Alto,124.0,45,0,Alto,0.51
092251,CORONEL LORENZO DE GARAYCOA,45.6924046530054,89.3872841747223,956.394509431652,114.93605607748,GUAYAS,SIMON BOLIVAR,Nulo,82.0,100,3,Alto,0.47
092350,CORONEL MARCELINO MARIDUENA,58.9174922791385,89.3031829366501,600.617648851165,130.881110847287,GUAYAS,CORONEL MARCELINO MARIDUENA,Nulo,52.0,316,3,Alto,0.47
092450,LOMAS DE SARGENTILLO,17.4494536421653,89.6672930352231,322.821838045343,84.5799960383662,GUAYAS,LOMAS DE SARGENTILLO,Alto,310.0,69,0,Alto,0.72
092550,NARCISA DE JESUS,38.6662580231518,89.1437355218517,3625.49512974719,80.6876232494007,GUAYAS,NOBOL,Alto,177.0,342,0,Alto,0.58
092750,GENERAL ANTONIO ELIZALDE,283.279866870655,89.4290958159013,1698.04159282993,138.328627313886,GUAYAS,GENERAL ANTONIO ELIZALDE,Nulo,83.0,1608,3,Alto,0.61
092850,ISIDRO AYORA,116.053980242475,89.8608636458082,565.785028963885,82.8485924775464,GUAYAS,ISIDRO AYORA,Alto,29.0,387,0,Alto,0.42
100150,SAN MIGUEL DE IBARRA,2538.96455342794,89.1970546352797,2361.58748391966,63.1662517527944,IMBABURA,IBARRA,Nulo,691.0,2799,3,Alto,0.54
100151,AMBUQUI,2206.94539411565,89.9686886266112,605.248220463961,56.9977818268996,IMBABURA,IBARRA,Medio,49.0,2305,2,Bajo,0.07
100152,ANGOCHAGUA,3207.12585111028,89.9659411329225,156.485811339462,87.5686769688383,IMBABURA,IBARRA,Nulo,30.0,1479,3,Bajo,0.01
100153,LA CAROLINA,1881.57460888818,89.9960274659931,241.693092948895,86.024022329014,IMBABURA,IBARRA,Nulo,31.0,3040,3,Bajo,0.18
100154,LA ESPERANZA,2993.68214081749,89.9739102756795,220.636838147211,77.6655403137207,IMBABURA,IBARRA,Medio,248.0,2152,2,Nulo,0.05
100155,LITA,1392.44622454841,89.9955229695606,533.710599897391,128.482674628189,IMBABURA,IBARRA,Bajo,17.0,2457,1,Medio,0.24
100156,SALINAS,1849.42527992842,89.9170890133125,346.470267262874,61.2186466152385,IMBABURA,IBARRA,Nulo,31.0,1819,3,Bajo,0.09
100157,SAN ANTONIO,2654.28613549993,89.9624641994836,189.50050219081,74.9266055714,IMBABURA,IBARRA,Bajo,738.0,2403,1,Alto,0.5
100250,ATUNTAQUI,2500.07395157529,89.7800126997149,679.65358736865,69.8358241187202,IMBABURA,ANTONIO ANTE,Bajo,1.253,2428,1,Bajo,0.04
100251,IMBAYA,2033.33072616499,89.851224336164,1070.76027707931,69.0970396562056,IMBABURA,ANTONIO ANTE,Nulo,139.0,506,3,Nulo,0.04
100252,SAN FRANCISCO DE NATABUELA,2536.05228230652,89.6659064174457,315.10263600589,74.8413789537218,IMBABURA,ANTONIO ANTE,Bajo,752.0,1594,1,Alto,0.44
100253,SAN JOSE DE CHALTURA,2223.21010281627,89.8200995228255,1274.44827582172,68.8556849956512,IMBABURA,ANTONIO ANTE,Bajo,227.0,534,1,Nulo,0.05
100254,SAN ROQUE,2705.7964339554,89.9670106439957,1096.38934588113,81.6216547648112,IMBABURA,ANTONIO ANTE,Medio,668.0,2290,2,Medio,0.39
100350,COTACACHI,2820.31536403731,89.9428443434854,2566.50036309218,90.7048543294271,IMBABURA,COTACACHI,Nulo,325.0,2008,3,Medio,0.08
100351,APUELA,2853.30852314959,89.9957291491478,396.352820962246,100.535713606966,IMBABURA,COTACACHI,Medio,10.0,3438,2,Bajo,0.04
100352,GARCIA MORENO,1317.56711474145,89.9745571445043,1910.41224295196,135.085142838327,IMBABURA,COTACACHI,Nulo,13.0,3106,3,Alto,0.34
100353,IMANTAG,3266.33995151364,89.3264472174947,3140.64680166434,89.3821939306056,IMBABURA,COTACACHI,Bajo,24.0,2843,1,Bajo,0.01
100354,PENAHERRERA,2166.44712023206,89.9960062248077,314.680527881433,116.129899861861,IMBABURA,COTACACHI,Bajo,15.0,2319,1,Bajo,0.07
100355,PLAZA GUTIERREZ,2867.06275116691,89.9962507356044,2339.57130378732,101.255559702389,IMBABURA,COTACACHI,Nulo,4.0,3311,3,Bajo,0.03
100356,QUIROGA,2997.9171637122,83.7863325182265,1383.43833040563,91.7611116976351,IMBABURA,COTACACHI,Bajo,181.0,1738,1,Bajo,0.02
100357,SEIS DE JULIO DE CUELLAJE,2578.63305005906,89.9944578033189,123.80036454438,108.477292518093,IMBABURA,COTACACHI,Nulo,9.0,1792,3,Bajo,0.02
100358,VACAS GALINDO,1799.89982863374,89.9954233239054,2076.49831568086,119.375017801921,IMBABURA,COTACACHI,Nulo,11.0,1497,3,Bajo,0.06
100450,OTAVALO,2949.40097203888,87.6378015238713,771.313439792989,81.9343632784757,IMBABURA,OTAVALO,Nulo,700.0,2160,3,Medio,0.33
100451,DR. MIGUEL EGAS CABEZAS,2842.80219573989,89.9692430262652,749.119038137665,75.7719412909614,IMBABURA,OTAVALO,Nulo,682.0,2043,3,Medio,0.32
100452,EUGENIO ESPEJO,3071.67981249363,83.6155376775769,303.603373360254,79.8604871576483,IMBABURA,OTAVALO,Nulo,315.0,1392,3,Bajo,0.03
100453,GONZALEZ SUAREZ,3214.94483163517,89.497514217786,535.701763180227,90.0749761069693,IMBABURA,OTAVALO,Bajo,148.0,1451,1,Nulo,0.01
100454,PATAQUI,2774.03235967927,89.9985452654162,531.580709467333,105.616372244699,IMBABURA,OTAVALO,Nulo,22.0,1282,3,Bajo,0.01
100455,SAN JOSE DE QUICHINCHE,2992.42383305117,89.9893267827836,3709.55906007804,98.1484215065285,IMBABURA,OTAVALO,Bajo,51.0,1861,1,Nulo,0.01
100456,SAN JUAN DE ILUMAN,2858.03187139937,89.987733897656,69.2467692215371,82.3651987711589,IMBABURA,OTAVALO,Alto,454.0,2280,0,Medio,0.17
100457,SAN PABLO,3129.49894856154,87.8345127759123,1155.59775699131,82.1616154091031,IMBABURA,OTAVALO,Bajo,175.0,1851,1,Nulo,0.02
100458,SAN RAFAEL,3044.95266461015,82.6149585144835,531.07744404025,80.8407538918888,IMBABURA,OTAVALO,Medio,290.0,1337,2,Bajo,0.03
100459,SELVA ALEGRE,1863.83008703316,89.9955364682436,1799.04459809027,120.05067282012,IMBABURA,OTAVALO,Nulo,15.0,2515,3,Bajo,0.12
100550,PIMAMPIRO,2401.73583067568,89.9771932606643,1519.41975288528,68.2879479558844,IMBABURA,PIMAMPIRO,Bajo,109.0,2123,1,Nulo,0.06
100551,CHUGA,2867.43754327922,89.9952225860856,674.270293134113,71.9076224327087,IMBABURA,PIMAMPIRO,Bajo,21.0,2129,1,Bajo,0.02
100552,MARIANO ACOSTA,3443.83620458676,89.0940417799074,1509.1604920205,86.5654298955744,IMBABURA,PIMAMPIRO,Nulo,10.0,1893,3,Bajo,0.0
100553,SAN FRANCISCO DE SIGSIPAMBA,3218.65936609993,89.6028271024304,1306.99723099043,85.8471822523533,IMBABURA,PIMAMPIRO,Nulo,6.0,1970,3,Bajo,0.01
100650,URCUQUI,2135.46820442952,89.9311667162181,1869.05145325648,63.0551668930054,IMBABURA,SAN MIGUEL DE URCUQUI,Medio,109.0,2116,2,Nulo,0.09
100651,CAHUASQUI,3050.37702614355,89.9944294600725,1150.50123113137,69.8192736427739,IMBABURA,SAN MIGUEL DE URCUQUI,Nulo,15.0,2848,3,Bajo,0.02
100652,LA MERCED DE BUENOS AIRES,2357.50958332714,89.9958051958114,475.807937604443,104.378333119158,IMBABURA,SAN MIGUEL DE URCUQUI,Bajo,5.0,3594,1,Bajo,0.11
100653,PABLO ARENAS,2538.14089913242,89.9914676385782,2069.93587251713,62.8362233422019,IMBABURA,SAN MIGUEL DE URCUQUI,Bajo,43.0,2237,1,Nulo,0.03
100654,SAN BLAS,2990.37573652386,89.9927265107854,151.310267694635,76.5672362280674,IMBABURA,SAN MIGUEL DE URCUQUI,Nulo,48.0,1988,3,Bajo,0.01
100655,TUMBABIRO,2203.04728772391,89.972281588317,1345.95791042154,56.2207768758138,IMBABURA,SAN MIGUEL DE URCUQUI,Bajo,45.0,1706,1,Nulo,0.04
110150,LOJA,2398.04364594738,89.9818644851589,107.521743692646,88.7409743932418,LOJA,LOJA,Nulo,752.0,1540,3,Alto,0.48
110151,CHANTACO,2576.52474659487,89.9910902981521,315.654743432414,87.8481826782227,LOJA,LOJA,Nulo,43.0,1290,3,Bajo,0.02
110152,CHUQUIRIBAMBA,2604.40540291352,89.9972363963858,1096.20554510315,89.366008176642,LOJA,LOJA,Nulo,29.0,1898,3,Bajo,0.02
110153,EL CISNE,1838.51304598152,89.9963478202254,2867.56504376332,96.7928190767095,LOJA,LOJA,Bajo,15.0,2200,1,Nulo,0.09
110154,GUALEL,2963.11206291384,89.9975438251604,202.078668255559,89.1953877040318,LOJA,LOJA,Medio,21.0,2096,2,Bajo,0.01
110155,JIMBILLA,2386.22190503554,89.9986632840866,536.105759502312,90.3509357227999,LOJA,LOJA,Bajo,10.0,1678,1,Bajo,0.03
110156,MALACATOS,2055.70286405512,89.9911204963702,1109.63018221574,78.0207639549211,LOJA,LOJA,Nulo,42.0,2307,3,Bajo,0.09
110157,SAN LUCAS,2786.8216839024,89.9965425286125,718.232882761692,89.6033726182095,LOJA,LOJA,Bajo,30.0,1731,1,Bajo,0.02
110158,SAN PEDRO DE VILCABAMBA,2408.8990462734,89.9947609879667,157.117039743338,81.1007424120633,LOJA,LOJA,Bajo,19.0,2330,1,Bajo,0.04
110159,SANTIAGO,2746.38483070313,89.9959918596641,86.8466545706067,89.6942877420565,LOJA,LOJA,Medio,10.0,1804,2,Bajo,0.02
110160,TAQUIL,2250.3325122645,89.997456063598,1869.43353445245,84.5169714927673,LOJA,LOJA,Nulo,40.0,1771,3,Nulo,0.04
110161,VILCABAMBA,2135.05446169717,89.9903112810374,146.835058680491,78.7412852512971,LOJA,LOJA,Nulo,35.0,2367,3,Bajo,0.08
110162,YANGANA,2463.32433714468,89.9948433563525,863.41174090638,91.9532774819268,LOJA,LOJA,Nulo,5.0,2060,3,Bajo,0.03
110163,QUINARA,2482.89659098905,89.9956192299286,967.28851478041,84.8711200497015,LOJA,LOJA,Bajo,10.0,2106,1,Bajo,0.03
110250,CARIAMANGA,1621.55866214099,89.9954216183119,643.962498244827,97.739890592318,LOJA,CALVAS,Alto,56.0,1784,0,Medio,0.14
110251,COLAISACA,1760.55013412992,89.9974562055241,281.55330433319,97.0449354543626,LOJA,CALVAS,Bajo,7.0,1912,1,Bajo,0.1
110252,EL LUCERO,1443.49509033977,89.986684313732,365.927836171151,88.6391153580103,LOJA,CALVAS,Bajo,28.0,1342,1,Bajo,0.12
110253,UTUANA,1744.3785530867,89.9973045386017,331.93788675413,96.497227935791,LOJA,CALVAS,Bajo,9.0,1873,1,Bajo,0.1
110254,SANGUILLIN,1450.49902545343,89.9876673879974,1351.57800652312,93.3345211308177,LOJA,CALVAS,Nulo,14.0,1740,3,Bajo,0.14
110350,CATAMAYO,1709.73856368633,89.9591713378858,174.976646960519,67.5774779554273,LOJA,CATAMAYO,Alto,191.0,1892,0,Medio,0.23
110351,EL TAMBO,1884.74753039691,89.9923954436574,2613.70011539371,82.9266403759915,LOJA,CATAMAYO,Medio,22.0,1885,2,Nulo,0.07
110352,GUAYQUICHUMA,1593.38632233809,89.9987843270919,3016.81050308969,121.097258976528,LOJA,CATAMAYO,Bajo,3.0,2132,1,Bajo,0.13
110353,SAN PEDRO DE LA BENDITA,1781.48066583954,89.9923022249398,4221.18155339959,80.5757815973545,LOJA,CATAMAYO,Nulo,13.0,1769,3,Nulo,0.07
110354,ZAMBI,1791.74198535237,89.9988141670515,1420.82539414845,90.7214015960693,LOJA,CATAMAYO,Nulo,9.0,1706,3,Bajo,0.08
110450,CELICA,1270.82473747756,89.9973499913749,1112.1049472788,96.5877908468246,LOJA,CELICA,Alto,28.0,2350,0,Medio,0.27
110451,CRUZPAMBA,947.243501569499,89.9944895654617,1964.93587441636,97.3673251608144,LOJA,CELICA,Nulo,43.0,1101,3,Medio,0.22
110455,POZUL,1284.58330832275,89.9943338781007,276.309618242689,108.217055040247,LOJA,CELICA,Nulo,40.0,1464,3,Medio,0.18
110456,SABANILLA,581.073364266935,89.9863207343917,371.213289929661,80.9973318165746,LOJA,CELICA,Medio,18.0,1092,2,Alto,0.33
110457,TENIENTE MAXIMILIANO RODRIGUEZ LOAIZA,801.332619189673,89.9876241833448,2286.60802035955,91.2738655353415,LOJA,CELICA,Nulo,20.0,1033,3,Medio,0.23
