DPA_PARROQ,DPA_DESPAR,altura_mean,pendiente_mean,distancia_rios,precipitaciones_mean,DPA_DESPRO,DPA_DESCAN,riesgo_inundacion,Densidad Poblacional,rango_altitudinal,riesgo_inundacion_cod,riesgo_predicho,probabilidad_riesgo_alto
050152,BELISARIO QUEVEDO,2979.55489792847,89.9519356791076,1231.78929089043,63.8022421598434,COTOPAXI,LATACUNGA,Nulo,192.0,1300,3,Nulo,0.02
050153,GUAYTACAMA,2918.97665965863,89.7959410613012,370.866639837419,53.2372925167992,COTOPAXI,LATACUNGA,Nulo,569.0,296,3,Medio,0.08
050154,JOSEGUANGO BAJO,2917.53413550919,89.7986755670533,209.921523282647,63.519947052002,COTOPAXI,LATACUNGA,Nulo,134.0,198,3,Nulo,0.01
050156,MULALO,3699.13045571784,89.9409886578568,3547.87354102386,89.0975995585866,COTOPAXI,LATACUNGA,Nulo,18.0,2961,3,Nulo,0.01
050157,ONCE DE NOVIEMBRE,2920.25253355245,89.8670383363861,1278.6646483462,59.2165281122381,COTOPAXI,LATACUNGA,Nulo,311.0,156,3,Nulo,0.02
050158,POALO,3509.89545902888,89.9451684182465,1839.3358167317,70.6981765872142,COTOPAXI,LATACUNGA,Bajo,65.0,1429,1,Nulo,0.0
050159,SAN JUAN DE PASTOCALLE,3458.5888166627,89.9524972682805,360.536081940893,77.2890700962233,COTOPAXI,LATACUNGA,Bajo,107.0,2177,1,Bajo,0.01
050161,TANICUCHI,3093.93322635286,89.8406545537864,850.494119535514,66.105538741402,COTOPAXI,LATACUNGA,Medio,291.0,1140,2,Nulo,0.02
050162,TOACASO,3551.21010607453,89.9723093173543,2111.8393677264,76.0657648108471,COTOPAXI,LATACUNGA,Nulo,52.0,2445,3,Nulo,0.01
050250,LA MANA,310.719970226223,89.7823985851458,1049.81434186663,181.922553811022,COTOPAXI,LA MANA,Alto,208.0,1243,0,Alto,0.68
050251,GUASAGANDA,1067.63913873511,89.9542736084217,1520.68960730917,153.801984682605,COTOPAXI,LA MANA,Nulo,16.0,2935,3,Alto,0.42
050252,PUCAYACU,1425.005565649,89.9943620260003,266.430420389315,171.515120538289,COTOPAXI,LA MANA,Medio,11.0,2537,2,Medio,0.24
050350,EL CORAZON,2193.0095248131,89.9981019884951,688.76870544445,155.809909080391,COTOPAXI,PANGUA,Medio,34.0,3371,2,Bajo,0.14
050351,MORASPUNGO,547.682436549645,89.9464530920511,93.2745906475124,162.530342534763,COTOPAXI,PANGUA,Alto,34.0,2096,0,Alto,0.54
050352,PINLLOPATA,2533.93035698623,89.9959897338914,1079.2410463294,127.541699523926,COTOPAXI,PANGUA,Bajo,21.0,2023,1,Bajo,0.03
050353,RAMON CAMPANA,1693.54136240309,89.9970893673439,4408.40700494752,177.571285166639,COTOPAXI,PANGUA,Bajo,15.0,2205,1,Bajo,0.11
050450,PUJILI,3436.56745905152,89.9229944128937,1548.67642686039,69.8520510186793,COTOPAXI,PUJILI,Alto,144.0,1673,0,Nulo,0.01
050451,ANGAMARCA,3676.35469007353,89.9969845648207,455.28648019028,99.6633124435157,COTOPAXI,PUJILI,Bajo,13.0,2843,1,Bajo,0.01
050453,GUANGAJE,3732.07955307431,89.9894442880793,303.240064392538,90.6579712484484,COTOPAXI,PUJILI,Nulo,33.0,1357,3,Bajo,0.0
050455,LA VICTORIA,3132.82970055001,89.887982005766,3784.38568156679,64.0790773119245,COTOPAXI,PUJILI,Bajo,191.0,2177,1,Nulo,0.02
050456,PILALO,2872.49685409844,89.9977799079895,1548.31574390077,119.815888232495,COTOPAXI,PUJILI,Nulo,9.0,3441,3,Bajo,0.04
050457,TINGO,1303.49300309659,89.9867471745469,2491.71667412987,138.61912172379,COTOPAXI,PUJILI,Alto,21.0,3764,0,Alto,0.45
050458,ZUMBAHUA,3830.86941526029,89.9848312336133,223.222678930492,102.857527160645,COTOPAXI,PUJILI,Bajo,33.0,2394,1,Bajo,0.0
050550,SAN MIGUEL,3366.16997869437,89.9304191767336,942.900964926933,74.4775332450867,COTOPAXI,SALCEDO,Medio,202.0,1633,2,Nulo,0.01
050551,ANTONIO JOSE HOLGUIN,2711.90818858561,89.6930463585885,1940.69850545199,65.0760280064174,COTOPAXI,SALCEDO,Nulo,472.0,123,3,Nulo,0.05
050552,CUSUBAMBA,3768.97436876549,89.9865108412944,403.338547785903,71.693238067627,COTOPAXI,SALCEDO,Bajo,37.0,1805,1,Bajo,0.0
050553,MULALILLO,3127.67681860037,89.9429880391607,2385.03142659256,67.0203367471695,COTOPAXI,SALCEDO,Nulo,176.0,1552,3,Nulo,0.01
050554,MULLIQUINDIL,3138.47791704559,89.9507699109478,2571.83434406573,68.5345243152819,COTOPAXI,SALCEDO,Nulo,159.0,1428,3,Nulo,0.01
050555,PANSALEO,2629.1335683736,89.140673064921,1540.62025505449,65.051855632237,COTOPAXI,SALCEDO,Bajo,251.0,272,1,Nulo,0.02
050650,SAQUISILI,3156.7588101423,89.9216961409371,402.590616826346,63.0777161338113,COTOPAXI,SAQUISILI,Alto,391.0,815,0,Nulo,0.03
050651,CANCHAGUA,3488.02525918203,89.9789578055439,75.0568936923018,74.791739654541,COTOPAXI,SAQUISILI,Bajo,138.0,1281,1,Nulo,0.01
050652,CHANTILIN,2886.21774193548,89.8432661594883,485.424210069789,58.4839263916016,COTOPAXI,SAQUISILI,Bajo,452.0,107,1,Nulo,0.04
050653,COCHAPAMBA,3682.72644111428,89.9832788499965,324.838003723313,79.9300044250488,COTOPAXI,SAQUISILI,Bajo,30.0,2773,1,Bajo,0.01
050750,SIGCHOS,2580.55794037688,89.994597048132,1570.9370436444,113.575744287655,COTOPAXI,SIGCHOS,Medio,10.0,4446,2,Bajo,0.12
050751,CHUGCHILLAN,2738.11220848805,89.0412235823758,1283.71957992591,116.711697490895,COTOPAXI,SIGCHOS,Nulo,24.0,3326,3,Bajo,0.05
050752,ISINLIVI,3350.8017994801,89.9942053395302,505.360998259442,93.7387303891389,COTOPAXI,SIGCHOS,Nulo,23.0,1782,3,Bajo,0.01
050753,LAS PAMPAS,1864.36646311605,89.9948757212946,209.83880052126,150.981047086627,COTOPAXI,SIGCHOS,Bajo,14.0,1721,1,Bajo,0.08
050754,PALO QUEMADO,1593.23379421799,89.9937757719575,2382.87864704247,149.987941208706,COTOPAXI,SIGCHOS,Nulo,9.0,1719,3,Bajo,0.1
060150,RIOBAMBA,2823.59850320523,89.6851533890297,524.722948019605,50.9931520426048,CHIMBORAZO,RIOBAMBA,Nulo,3.049,906,3,Nulo,0.01
060151,CACHA,3302.95229058463,89.9940669051752,166.520755741713,65.0046093680642,CHIMBORAZO,RIOBAMBA,Nulo,83.0,852,3,Nulo,0.0
060152,CALPI,3236.55019322698,89.8651665737324,3353.58907033202,65.2528217315674,CHIMBORAZO,RIOBAMBA,Bajo,120.0,1029,1,Nulo,0.01
060153,CUBIJIES,2671.77625973263,89.8739532548039,1358.48142417296,54.995551369407,CHIMBORAZO,RIOBAMBA,Bajo,252.0,330,1,Nulo,0.02
060154,FLORES,3241.73208569843,89.9897038621484,417.015455487009,71.0393161284618,CHIMBORAZO,RIOBAMBA,Nulo,61.0,775,3,Nulo,0.0
060155,LICAN,3014.06291241074,89.9480010905641,1387.88074919573,57.6084687974718,CHIMBORAZO,RIOBAMBA,Bajo,558.0,591,1,Medio,0.07
060156,LICTO,2974.71569635877,89.9501563854802,2143.91791853486,74.9201336296237,CHIMBORAZO,RIOBAMBA,Nulo,113.0,824,3,Nulo,0.01
060157,PUNGALA,3705.91554749518,89.9924767111201,907.748308098424,85.1067660846541,CHIMBORAZO,RIOBAMBA,Nulo,14.0,1766,3,Bajo,0.0
060158,PUNIN,3173.21116299592,89.9771043520997,1786.68834931991,64.0947941371373,CHIMBORAZO,RIOBAMBA,Nulo,91.0,937,3,Nulo,0.01
060159,QUIMIAG,3462.76395873404,89.9930288680814,2114.90314922617,72.6268280099291,CHIMBORAZO,RIOBAMBA,Nulo,33.0,2804,3,Bajo,0.01
060160,SAN JUAN,3947.85748599223,89.9892533180258,2341.66286804653,76.9216270020554,CHIMBORAZO,RIOBAMBA,Bajo,29.0,3139,1,Bajo,0.0
060161,SAN LUIS,2751.26454117348,89.8423668700077,88.5767204262292,54.0394817988078,CHIMBORAZO,RIOBAMBA,Bajo,653.0,706,1,Medio,0.18
060250,ALAUSI,2831.66979664109,89.994915633309,173.977757760464,54.2453650598941,CHIMBORAZO,ALAUSI,Bajo,194.0,1907,1,Nulo,0.04
060251,ACHUPALLAS,3844.95818177427,88.4012915655746,290.151658213675,68.8667376836141,CHIMBORAZO,ALAUSI,Bajo,14.0,2025,1,Bajo,0.0
060253,GUASUNTOS,3051.5913607087,89.9945163755872,575.745832758709,58.1743254410593,CHIMBORAZO,ALAUSI,Nulo,39.0,1461,3,Nulo,0.01
060254,HUIGRA,1907.54296937983,89.9973626820971,1885.30603443819,66.484642864409,CHIMBORAZO,ALAUSI,Medio,13.0,2779,2,Bajo,0.12
060255,MULTITUD,1917.8669300132,89.9960604227931,2002.3094508915,79.5457124044729,CHIMBORAZO,ALAUSI,Nulo,18.0,2993,3,Bajo,0.14
060256,PISTISHI,2210.36996177901,89.9987777765631,436.346658409008,57.5827030181885,CHIMBORAZO,ALAUSI,Nulo,23.0,1313,3,Nulo,0.03
060257,PUMALLACTA,3197.98480662983,89.9980419197574,1370.16224287364,60.3587973117828,CHIMBORAZO,ALAUSI,Nulo,28.0,1991,3,Nulo,0.01
060258,SEVILLA,3355.86665451397,89.9898730067097,493.581955139458,65.1263726178338,CHIMBORAZO,ALAUSI,Nulo,30.0,2136,3,Bajo,0.01
060259,SIBAMBE,2722.18745069198,89.9977276332718,3232.12895038583,66.6504968288725,CHIMBORAZO,ALAUSI,Nulo,24.0,2333,3,Nulo,0.02
060260,TIXAN,3504.89508282796,89.9576279919933,4462.213144816,65.7076656101467,CHIMBORAZO,ALAUSI,Nulo,47.0,1952,3,Nulo,0.0
060350,VILLA LA UNION,3662.35075213631,89.9736935825586,4959.00725049951,75.9144353018867,CHIMBORAZO,COLTA,Nulo,65.0,1439,3,Nulo,0.0
060351,CANI,3173.79688762789,89.9971544271159,511.552617349231,98.2897224854887,CHIMBORAZO,COLTA,Nulo,6.0,2535,3,Bajo,0.01
060352,COLUMBE,3608.40109166837,89.9852838324249,1160.8717549972,73.5745109444234,CHIMBORAZO,COLTA,Bajo,55.0,1272,1,Nulo,0.0
060353,JUAN DE VELASCO,3214.38333845022,89.9977107656052,1347.29126567171,94.0371839540814,CHIMBORAZO,COLTA,Nulo,11.0,2974,3,Bajo,0.02
060354,SANTIAGO DE QUITO,3402.16993452909,88.874287513645,3486.41602683307,71.3250366210937,CHIMBORAZO,COLTA,Nulo,57.0,507,3,Nulo,0.0
060450,CHAMBO,3556.39242344547,89.9796385026053,953.26319642187,75.6483895438058,CHIMBORAZO,CHAMBO,Bajo,81.0,2214,1,Bajo,0.01
060550,CHUNCHI,3242.72937128324,89.9970628465538,148.71045733381,67.8076007298061,CHIMBORAZO,CHUNCHI,Bajo,54.0,3017,1,Bajo,0.02
060551,CAPZOL,2307.10796799279,89.9846694529551,1243.49769556629,68.0841962640936,CHIMBORAZO,CHUNCHI,Nulo,27.0,2290,3,Bajo,0.05
060552,COMPUD,3040.20627241913,89.9983594170499,76.128547654654,80.2996129989624,CHIMBORAZO,CHUNCHI,Bajo,25.0,2706,1,Bajo,0.02
060553,GONZOL,2864.89377094121,89.9948874127019,504.153279619357,60.5175025042366,CHIMBORAZO,CHUNCHI,Nulo,43.0,2003,3,Bajo,0.02
060554,LLAGOS,2759.22000113902,89.9942918026106,434.746727890784,73.5484382031011,CHIMBORAZO,CHUNCHI,Nulo,20.0,3033,3,Bajo,0.04
060650,GUAMOTE,3556.07039656081,89.9852496445927,1497.84085906007,65.3514872179921,CHIMBORAZO,GUAMOTE,Medio,50.0,1468,2,Nulo,0.0
060651,CEBADAS,3718.6289297628,89.7370146318162,378.509437752039,80.8030896361909,CHIMBORAZO,GUAMOTE,Nulo,11.0,1787,3,Bajo,0.0
060652,PALMIRA,3528.8564616437,89.9724966492676,1383.28500370191,69.0565984153748,CHIMBORAZO,GUAMOTE,Bajo,41.0,1655,1,Nulo,0.0
060750,GUANO,2857.74622626197,89.9536785225728,217.469449106196,52.0589942932129,CHIMBORAZO,GUANO,Nulo,243.0,1829,3,Nulo,0.05
060751,GUANANDO,2621.82256614436,89.968686377454,881.535688788594,75.5189498265584,CHIMBORAZO,GUANO,Bajo,15.0,1348,1,Nulo,0.01
060752,ILAPO,3434.20040741378,89.9944501574645,1271.94261423648,59.76135740609,CHIMBORAZO,GUANO,Nulo,35.0,1306,3,Nulo,0.0
060753,LA PROVIDENCIA,2639.73572761194,89.9802025553006,962.740903780108,53.9954414367676,CHIMBORAZO,GUANO,Bajo,65.0,968,1,Nulo,0.01
060754,SAN ANDRES,3807.51830285754,89.9533355937623,886.612277546868,70.8205998084124,CHIMBORAZO,GUANO,Bajo,80.0,3475,1,Bajo,0.01
060755,SAN GERARDO,2667.08901641532,89.9080336013401,818.246631644041,48.0908584594727,CHIMBORAZO,GUANO,Nulo,461.0,265,3,Medio,0.06
060756,SAN ISIDRO DE PATULU,3553.85852125557,89.992670813026,1327.37744420797,68.330485046887,CHIMBORAZO,GUANO,Bajo,58.0,1622,1,Nulo,0.0
060757,SAN JOSE DEL CHAZO,3097.71661216481,89.9859596571788,2155.2474883899,65.1880989074707,CHIMBORAZO,GUANO,Bajo,60.0,1203,1,Nulo,0.01
060758,SANTA FE DE GALAN,3525.43882640587,89.9974384286099,1861.66036637724,74.9440768559774,CHIMBORAZO,GUANO,Bajo,50.0,1725,1,Nulo,0.0
060759,VALPARAISO,3476.24887992832,89.9978785398613,167.703254223646,63.7915594577789,CHIMBORAZO,GUANO,Nulo,13.0,1406,3,Nulo,0.0
060850,PALLATANGA,2528.96288503682,89.9965109969655,50.9455421304626,83.4459871069177,CHIMBORAZO,PALLATANGA,Medio,31.0,3579,2,Bajo,0.09
060950,PENIPE,3035.47469763524,89.9786547373847,1205.15995271771,69.3296250237359,CHIMBORAZO,PENIPE,Nulo,76.0,1983,3,Nulo,0.01
060951,EL ALTAR,3260.29725367628,89.9790217270646,678.70814711557,92.0381953798491,CHIMBORAZO,PENIPE,Nulo,17.0,1676,3,Bajo,0.01
060952,MATUS,3472.52725383016,89.9826808973203,499.334057211548,89.2126393636068,CHIMBORAZO,PENIPE,Nulo,11.0,1782,3,Bajo,0.0
060953,PUELA,3285.52280920958,89.9895080495507,2449.85558920227,98.4914268985871,CHIMBORAZO,PENIPE,Nulo,7.0,2706,3,Bajo,0.01
060954,SAN ANTONIO DE BAYUSHIG,2753.09166666667,89.9742121733871,815.296120091917,56.8742930094401,CHIMBORAZO,PENIPE,Nulo,283.0,594,3,Nulo,0.03
060955,LA CANDELARIA,3899.01830022169,89.9905987117658,172.428622086485,88.9748757680257,CHIMBORAZO,PENIPE,Nulo,4.0,2582,3,Bajo,0.0
060956,BILBAO,2916.14698986538,89.9945986142878,69.4015051622695,94.6034367879232,CHIMBORAZO,PENIPE,Nulo,10.0,2877,3,Bajo,0.03
061050,CUMANDA,1055.92352429935,89.912849691092,185.230538403818,111.811303341027,CHIMBORAZO,CUMANDA,Alto,104.0,3112,0,Alto,0.57
070150,MACHALA,8.27505687295161,84.1419644486734,780.904769319225,61.6776495996466,EL ORO,MACHALA,Alto,1.228,83,0,Alto,0.36
070152,EL RETIRO,5.69944941758118,86.2551860533019,254.485301392913,68.000829085563,EL ORO,MACHALA,Alto,36.0,68,0,Alto,0.42
070250,ARENILLAS,159.889698924105,87.9765623623506,151.554501123199,69.9413962497889,EL ORO,ARENILLAS,Alto,92.0,1272,0,Alto,0.63
070251,CHACRAS,29.4673599300258,89.3309501292413,2841.79052037832,49.0909477045507,EL ORO,ARENILLAS,Medio,20.0,77,2,Alto,0.35
070254,PALMALES,149.261636439526,89.8823346941399,634.100005968319,72.7117466593898,EL ORO,ARENILLAS,Medio,16.0,608,2,Alto,0.42
070255,CARCABON,74.3574633599142,89.7836809156697,2843.04393547525,49.5011205375195,EL ORO,ARENILLAS,Medio,11.0,185,2,Alto,0.34
070256,LA CUCA,10.664439250133,81.4900989370513,4655.1746633488,60.2559484189695,EL ORO,ARENILLAS,Nulo,16.0,96,3,Alto,0.32
070350,PACCHA,1922.3005743704,89.9985852732395,262.929758278769,129.514445793338,EL ORO,ATAHUALPA,Nulo,51.0,2395,3,Bajo,0.13
070351,AYAPAMBA,1491.5984504181,89.9975856020301,1081.7983284257,111.24173359812,EL ORO,ATAHUALPA,Nulo,14.0,2217,3,Medio,0.18
070352,CORDONCILLO,2042.97178946062,89.9987656292203,1487.84240777444,127.008813417875,EL ORO,ATAHUALPA,Bajo,32.0,2569,1,Bajo,0.1
070353,MILAGRO,1194.59772423025,89.9682538314676,891.91044959679,132.870798746745,EL ORO,ATAHUALPA,Nulo,154.0,461,3,Medio,0.19
070354,SAN JOSE,1011.10197751066,89.9982982397357,653.966583114189,128.168922424316,EL ORO,ATAHUALPA,Nulo,192.0,453,3,Medio,0.28
070355,SAN JUAN DE CERRO AZUL,891.678483854767,89.9964728671289,794.978918949966,94.8709464439979,EL ORO,ATAHUALPA,Nulo,3.0,1706,3,Alto,0.29
070450,BALSAS,793.178590767565,89.996546108958,838.995450153046,93.305222913954,EL ORO,BALSAS,Alto,112.0,1061,0,Alto,0.35
070451,BELLAMARIA,706.468048870789,89.9764838169611,594.559792649267,92.8235702514648,EL ORO,BALSAS,Nulo,124.0,556,3,Alto,0.32
070550,CHILLA,1833.77130642036,89.9970304753731,925.844184530453,90.4213113891148,EL ORO,CHILLA,Bajo,7.0,3645,1,Medio,0.23
070650,EL GUABO,369.811428755185,89.57993890808,452.455897330173,81.2605128409294,EL ORO,EL GUABO,Alto,150.0,2241,0,Alto,0.74
070651,BARBONES,6.00389955196637,85.483832786684,1551.6791560122,80.2204745205966,EL ORO,EL GUABO,Nulo,107.0,41,3,Alto,0.49
070652,LA IBERIA,14.338945927447,89.469401142452,992.835947392448,70.214999516805,EL ORO,EL GUABO,Medio,320.0,43,2,Alto,0.72
070653,TENDALES,4.83458130537876,74.4753303812352,1224.86773556406,90.1744189094095,EL ORO,EL GUABO,Nulo,51.0,56,3,Alto,0.38
070654,RIO BONITO,660.236743187005,89.7639541361541,747.898532736823,90.6974057312012,EL ORO,EL GUABO,Alto,44.0,3219,0,Alto,0.67
070750,HUAQUILLAS,6.97685563099617,68.0647047504432,1615.70264377875,57.6523528763011,EL ORO,HUAQUILLAS,Alto,571.0,51,0,Alto,0.91
070850,MARCABELI,641.690108575098,89.9828807820122,505.737238426737,94.3882506183375,EL ORO,MARCABELI,Medio,51.0,898,2,Alto,0.32
070851,EL INGENIO,801.657736884913,89.9932054342803,355.451787795457,90.7318120002747,EL ORO,MARCABELI,Bajo,14.0,731,1,Medio,0.21
070950,PASAJE,279.034291411974,89.7099797670587,738.254459462735,81.2801867790942,EL ORO,PASAJE,Alto,465.0,1701,0,Alto,0.89
070951,BUENAVISTA,39.1221097104544,89.0459038452238,442.451619872112,74.0255221198587,EL ORO,PASAJE,Alto,188.0,272,0,Alto,0.62
070952,CASACAY,335.860028211368,89.9805273986422,473.742548342932,77.5823815793407,EL ORO,PASAJE,Medio,47.0,1096,2,Alto,0.47
070953,LA PEANA,21.0462589801998,88.8875393299054,2480.21356835527,73.220282963344,EL ORO,PASAJE,Bajo,248.0,26,1,Alto,0.63
070954,PROGRESO,776.742955147134,89.9107512868892,558.743358463215,80.6011980056763,EL ORO,PASAJE,Alto,33.0,3246,0,Alto,0.62
070955,UZHCURRUMI,769.497410627413,89.9985247223148,2099.03607848075,75.4064268889251,EL ORO,PASAJE,Medio,30.0,1734,2,Alto,0.35
070956,CANAQUEMADA,29.409605704698,89.1391140937272,746.344610439958,77.6176582004713,EL ORO,PASAJE,Nulo,80.0,151,3,Alto,0.48
071050,PINAS,1238.11588336409,89.995295641745,491.094437279166,107.26337890625,EL ORO,PINAS,Nulo,171.0,1947,3,Alto,0.39
071051,CAPIRO,849.373362245764,89.9967550444867,136.063254319681,94.7997018536951,EL ORO,PINAS,Nulo,13.0,1049,3,Medio,0.23
071052,LA BOCANA,428.838872515207,89.9915980061984,361.33446074324,90.8506394958496,EL ORO,PINAS,Bajo,22.0,1065,1,Alto,0.4
071053,MOROMORO,1046.67095286309,89.9961793761136,1318.91286163167,100.970367104667,EL ORO,PINAS,Nulo,15.0,1992,3,Medio,0.28
071054,PIEDRAS,234.393796263659,89.749107236238,298.281067809822,85.9619529478012,EL ORO,PINAS,Bajo,13.0,428,1,Alto,0.36
071055,SAN ROQUE,956.443431165625,89.9966983391836,1197.00521377283,99.3294473596521,EL ORO,PINAS,Nulo,25.0,1049,3,Medio,0.2
071056,SARACAY,481.093835666287,89.9902633559396,1126.2793429348,92.8396269948859,EL ORO,PINAS,Medio,24.0,1355,2,Alto,0.42
071150,PORTOVELO,763.489602533814,89.9807668266157,1549.73284990865,106.626932779948,EL ORO,PORTOVELO,Alto,312.0,720,0,Alto,0.53
071151,CURTINCAPA,1130.47509557619,89.9928688140986,1591.55346129624,139.987209743924,EL ORO,PORTOVELO,Nulo,31.0,1736,3,Medio,0.24
071152,MORALES,2285.33051084589,89.9974795524727,1637.26897934842,107.435485089412,EL ORO,PORTOVELO,Bajo,9.0,2915,1,Bajo,0.07
071153,SALATI,1682.77368967597,89.9967726136383,1157.22599941945,121.502938354492,EL ORO,PORTOVELO,Medio,6.0,3006,2,Bajo,0.2
071250,SANTA ROSA,37.1054211029348,87.7777517633422,349.645889206018,64.0072499814241,EL ORO,SANTA ROSA,Alto,434.0,1015,0,Alto,0.88
071251,BELLAVISTA,45.4222379500581,89.5135011816966,976.415746855394,68.9923792107161,EL ORO,SANTA ROSA,Bajo,97.0,415,1,Alto,0.53
071252,JAMBELI,3.31400303440739,78.1202634772741,857.896497171352,68.7482002915515,EL ORO,SANTA ROSA,Bajo,4.0,170,1,Alto,0.36
071253,LA AVANZADA,192.334330160738,89.9428846426877,382.165012796929,77.1815297162091,EL ORO,SANTA ROSA,Medio,37.0,482,2,Alto,0.41
071254,SAN ANTONIO,85.2383991937177,89.8405730836571,2990.75776741513,65.1867385137649,EL ORO,SANTA ROSA,Bajo,64.0,229,1,Alto,0.41
071255,TORATA,588.625881950482,89.9912318295155,873.330171141822,89.9860040838068,EL ORO,SANTA ROSA,Medio,33.0,1400,2,Alto,0.39
071256,VICTORIA,204.094820370308,89.5027069178393,396.740075956102,74.1423994495023,EL ORO,SANTA ROSA,Alto,33.0,1374,0,Alto,0.55
071257,BELLAMARIA,341.801330798479,89.9269379276135,85.6469956389117,80.9115977720781,EL ORO,SANTA ROSA,Medio,25.0,1364,2,Alto,0.49
071350,ZARUMA,1060.24354284447,89.9981525667675,2374.98155924653,111.748077392578,EL ORO,ZARUMA,Alto,678.0,974,0,Alto,0.77
071351,ABANIN,1221.5845439719,89.9961052452033,3534.723538719,74.2385192871094,EL ORO,ZARUMA,Nulo,18.0,1668,3,Nulo,0.17
071352,ARCAPAMBA,1671.78219722038,89.9984688936205,3107.69962876316,124.05006535848,EL ORO,ZARUMA,Nulo,68.0,1484,3,Nulo,0.1
071353,GUANAZAN,2513.19289649341,89.995714223753,4200.33952690238,79.9598124715306,EL ORO,ZARUMA,Nulo,12.0,3254,3,Nulo,0.05
071354,GUIZHAGUINA,2290.17522643996,89.9985416658646,2506.10485162406,104.215090811253,EL ORO,ZARUMA,Bajo,12.0,3143,1,Bajo,0.08
071355,HUERTAS,1975.27900049975,89.9985355311236,437.516035146674,130.966759731895,EL ORO,ZARUMA,Nulo,49.0,2632,3,Bajo,0.13
071356,MALVAS,1070.71594791763,89.9901074673597,848.772210073875,112.612333509657,EL ORO,ZARUMA,Nulo,94.0,930,3,Medio,0.22
071357,MULUNCAY GRANDE,1206.09219130658,89.9982210842367,1151.42505159937,126.199938456217,EL ORO,ZARUMA,Nulo,111.0,1395,3,Medio,0.25
071358,SINSAO,1759.70797016426,89.9987384818202,1124.47725705584,112.816427531995,EL ORO,ZARUMA,Medio,35.0,2728,2,Medio,0.18
071359,SALVIAS,2246.6922342488,89.9959660640999,1074.57321618026,109.605535685221,EL ORO,ZARUMA,Medio,8.0,2897,2,Bajo,0.08
071450,LA VICTORIA,430.763332458213,89.9706771841239,1564.67608987657,85.4880283529108,EL ORO,LAS LAJAS,Alto,30.0,758,0,Alto,0.34
071451,LA LIBERTAD,550.128275767856,89.989136115658,3230.25791080829,92.0089140934731,EL ORO,LAS LAJAS,Nulo,10.0,671,3,Medio,0.24
071452,EL PARAISO,546.090101844805,89.9812904814072,1934.08400149183,97.3254004716873,EL ORO,LAS LAJAS,Bajo,11.0,714,1,Medio,0.27
071453,SAN ISIDRO,647.715594522707,89.9764625910831,369.672622893933,91.5088331803032,EL ORO,LAS LAJAS,Bajo,24.0,1005,1,Alto,0.3
080150,ESMERALDAS,77.5919038821991,89.4324437947307,1086.1149583627,74.0538833747476,ESMERALDAS,ESMERALDAS,Alto,2.422,281,0,Alto,0.38
080152,CAMARONES,183.057540166393,89.9292491234073,321.260236730559,89.4031848065993,ESMERALDAS,ESMERALDAS,Nulo,24.0,641,3,Alto,0.43
080153,CORONEL CARLOS CONCHA TORRES,284.254747686856,89.9934117657203,2199.45616196321,119.916577689668,ESMERALDAS,ESMERALDAS,Nulo,10.0,545,3,Alto,0.34
080154,CHINCA,226.010860919307,88.5522002231904,266.667004084524,106.631931820431,ESMERALDAS,ESMERALDAS,Alto,23.0,636,0,Alto,0.41
080159,MAJUA,164.742964253257,89.2281833294485,321.05040888215,120.81727534074,ESMERALDAS,ESMERALDAS,Medio,27.0,548,2,Alto,0.43
080163,SAN MATEO,168.898140671427,88.4153524901006,154.345729252306,89.0447472872799,ESMERALDAS,ESMERALDAS,Medio,44.0,709,2,Alto,0.48
080165,TABIAZO,218.148113621408,89.9856987827884,5.8275099310093,105.793374981797,ESMERALDAS,ESMERALDAS,Medio,20.0,521,2,Alto,0.4
080166,TACHINA,129.177300908536,89.8009203602447,923.183979405088,76.5611519495646,ESMERALDAS,ESMERALDAS,Alto,88.0,588,0,Alto,0.51
080168,VUELTA LARGA,118.957015677355,89.5452642136081,625.297135084358,85.6948927621993,ESMERALDAS,ESMERALDAS,Medio,115.0,371,2,Alto,0.52
080250,VALDEZ,9.78081374887577,84.5985669885527,2232.81279480924,154.341396378882,ESMERALDAS,ELOY ALFARO,Nulo,60.0,57,3,Alto,0.43
080251,ANCHAYACU,63.0582440388323,89.9609412912119,1209.83515090558,147.689762454563,ESMERALDAS,ELOY ALFARO,Alto,14.0,223,0,Alto,0.4
080252,ATAHUALPA,113.135808120503,89.9700204742806,2265.46934264084,187.092582400909,ESMERALDAS,ELOY ALFARO,Nulo,6.0,350,3,Alto,0.38
080253,BORBON,36.6655282645146,88.8417793306289,1533.55727002013,162.477013111115,ESMERALDAS,ELOY ALFARO,Alto,45.0,184,0,Alto,0.44
080254,LA TOLA,8.78415559772296,84.4177363950883,4033.29847932787,147.07485819206,ESMERALDAS,ELOY ALFARO,Bajo,17.0,129,1,Alto,0.36
080255,LUIS VARGAS TORRES,1428.9136155578,89.9919952928806,2624.24013347759,121.549476943994,ESMERALDAS,ELOY ALFARO,Nulo,1.0,3454,3,Alto,0.33
080256,MALDONADO,22.0993601253632,88.3752448289418,1980.45901854536,161.480627059937,ESMERALDAS,ELOY ALFARO,Alto,36.0,92,0,Alto,0.41
080257,PAMPANAL DE BOLIVAR,10.6754140765155,89.5192113672644,3747.56798368128,174.39274104949,ESMERALDAS,ELOY ALFARO,Bajo,12.0,62,1,Alto,0.36
